term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0035722,"interleukin-12-mediated signaling pathway",0.001%,null,null,1.949,-3.5200,0.835,0.639,70498,1
GO:0048519,"negative regulation of biological process",1.984%, 4.925, 6.406,5.406,-12.0650,0.838,0.316,48519,0
GO:0055114,"oxidation-reduction process",15.060%, 1.589,-4.518,6.286,-7.0580,0.881,0.320,55114,0
GO:1902600,"hydrogen ion transmembrane transport",1.015%, 0.073,-6.922,5.115,-6.7905,0.859,0.324,1902600,0
GO:0015992,"proton transport",1.148%,null,null,5.168,-6.1831,0.859,0.975,1902600,1
GO:0015985,"energy coupled proton transport, down electrochemical gradient",0.411%,null,null,4.722,-3.8182,0.870,0.876,1902600,1
GO:1990542,"mitochondrial transmembrane transport",0.079%,null,null,4.006,-3.7190,0.933,0.699,1902600,1
GO:0042776,"mitochondrial ATP synthesis coupled proton transport",0.002%,null,null,2.384,-4.8069,0.716,0.571,1902600,1
GO:1903320,"regulation of protein modification by small protein conjugation or removal",0.078%, 1.712, 7.429,3.999,-8.8633,0.720,0.326,1903320,0
GO:0045862,"positive regulation of proteolysis",0.078%,null,null,4.000,-5.2048,0.698,0.587,1903320,1
GO:0032268,"regulation of cellular protein metabolic process",1.473%,null,null,5.277,-4.2118,0.671,0.731,1903320,1
GO:0043488,"regulation of mRNA stability",0.018%,null,null,3.366,-4.2882,0.812,0.627,1903320,1
GO:0043487,"regulation of RNA stability",0.021%,null,null,3.421,-3.9830,0.811,0.632,1903320,1
GO:0030162,"regulation of proteolysis",0.304%,null,null,4.591,-3.9355,0.720,0.819,1903320,1
GO:0006446,"regulation of translational initiation",0.091%,null,null,4.067,-5.8125,0.678,0.587,1903320,1
GO:0034250,"positive regulation of cellular amide metabolic process",0.086%,null,null,4.042,-4.6198,0.731,0.701,1903320,1
GO:0042787,"protein ubiquitination involved in ubiquitin-dependent protein catabolic process",0.060%,null,null,3.888,-5.5376,0.747,0.654,1903320,1
GO:0045727,"positive regulation of translation",0.082%,null,null,4.022,-5.0353,0.657,0.756,1903320,1
GO:0006984,"ER-nucleus signaling pathway",0.013%, 5.496, 4.181,3.215,-3.8386,0.819,0.340,6984,0
GO:0071705,"nitrogen compound transport",1.767%, 0.608,-6.896,5.355,-18.1169,0.924,0.347,71705,0
GO:0038061,"NIK/NF-kappaB signaling",0.018%, 5.422, 4.397,3.360,-4.8996,0.810,0.350,38061,0
GO:1901796,"regulation of signal transduction by p53 class mediator",0.012%, 6.103, 4.583,3.189,-3.5670,0.798,0.350,1901796,0
GO:1902255,"positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator",0.001%,null,null,1.929,-3.3925,0.754,0.776,1901796,1
GO:1902253,"regulation of intrinsic apoptotic signaling pathway by p53 class mediator",0.005%,null,null,2.777,-3.8182,0.756,0.856,1901796,1
GO:0033036,"macromolecule localization",3.030%, 0.605,-6.658,5.590,-20.8601,0.922,0.372,33036,0
GO:0016071,"mRNA metabolic process",0.798%,-6.206, 5.348,5.010,-50.7258,0.832,0.376,16071,0
GO:0006364,"rRNA processing",0.952%,-5.375, 4.538,5.087,-55.7496,0.689,0.384,6364,0
GO:0016043,"cellular component organization",7.239%,null,null,5.968,-5.0570,0.814,0.780,6364,1
GO:0022613,"ribonucleoprotein complex biogenesis",1.614%,null,null,5.316,-9.5817,0.860,0.683,6364,1
GO:0016072,"rRNA metabolic process",0.965%,null,null,5.093,-58.0241,0.818,0.702,6364,1
GO:1902626,"assembly of large subunit precursor of preribosome",0.009%,null,null,3.039,-3.9788,0.855,0.579,6364,1
GO:0051310,"metaphase plate congression",0.023%,null,null,3.468,-3.5935,0.696,0.774,6364,1
GO:0022607,"cellular component assembly",2.484%,null,null,5.503,-5.7520,0.812,0.766,6364,1
GO:0070271,"protein complex biogenesis",0.963%,null,null,5.092,-5.7077,0.866,0.684,6364,1
GO:0043604,"amide biosynthetic process",6.374%,null,null,5.913,-60.1002,0.815,0.887,6364,1
GO:0044085,"cellular component biogenesis",4.355%,null,null,5.747,-13.5850,0.864,0.653,6364,1
GO:0034470,"ncRNA processing",2.222%,null,null,5.455,-49.0132,0.782,0.787,6364,1
GO:0043043,"peptide biosynthetic process",5.770%,null,null,5.869,-69.3251,0.798,0.927,6364,1
GO:0042273,"ribosomal large subunit biogenesis",0.151%,null,null,4.287,-4.7570,0.875,0.752,6364,1
GO:0042274,"ribosomal small subunit biogenesis",0.255%,null,null,4.515,-5.1838,0.870,0.789,6364,1
GO:0006518,"peptide metabolic process",5.961%,null,null,5.884,-57.9957,0.813,0.895,6364,1
GO:0043933,"macromolecular complex subunit organization",2.371%,null,null,5.483,-14.1512,0.826,0.535,6364,1
GO:0000028,"ribosomal small subunit assembly",0.020%,null,null,3.409,-6.4012,0.842,0.637,6364,1
GO:0030490,"maturation of SSU-rRNA",0.104%,null,null,4.124,-3.6696,0.739,0.798,6364,1
GO:0000054,"ribosomal subunit export from nucleus",0.037%,null,null,3.673,-3.8570,0.802,0.667,6364,1
GO:0006412,"translation",5.686%,null,null,5.863,-75.7852,0.721,0.729,6364,1
GO:0006418,"tRNA aminoacylation for protein translation",1.099%,null,null,5.149,-3.5935,0.665,0.713,6364,1
GO:0008380,"RNA splicing",0.413%,null,null,4.725,-6.9957,0.820,0.656,6364,1
GO:0006399,"tRNA metabolic process",2.495%,null,null,5.505,-5.2815,0.799,0.871,6364,1
GO:0071426,"ribonucleoprotein complex export from nucleus",0.097%,null,null,4.093,-3.4881,0.885,0.940,6364,1
GO:0033750,"ribosome localization",0.037%,null,null,3.673,-3.8570,0.897,0.770,6364,1
GO:0071428,"rRNA-containing ribonucleoprotein complex export from nucleus",0.040%,null,null,3.716,-3.8570,0.892,0.882,6364,1
GO:1901566,"organonitrogen compound biosynthetic process",14.064%,-7.033, 3.503,6.256,-38.6737,0.842,0.391,1901566,0
GO:0006520,"cellular amino acid metabolic process",5.591%,null,null,5.856,-3.5719,0.738,0.583,1901566,1
GO:0009894,"regulation of catabolic process",0.146%, 3.072, 6.748,4.272,-5.0857,0.768,0.394,9894,0
GO:0010608,"posttranscriptional regulation of gene expression",0.719%, 1.106, 7.209,4.965,-5.2757,0.769,0.403,10608,0
GO:0044260,"cellular macromolecule metabolic process",34.276%,-5.243, 5.487,6.643,-15.9830,0.834,0.408,44260,0
GO:1901564,"organonitrogen compound metabolic process",17.886%,-6.875, 3.341,6.361,-19.5751,0.884,0.415,1901564,0
GO:0071702,"organic substance transport",4.980%, 0.443,-6.916,5.805,-13.0186,0.915,0.423,71702,0
GO:0051234,"establishment of localization",17.756%,null,null,6.358,-11.8356,0.904,0.582,71702,1
GO:0006810,"transport",17.616%,null,null,6.354,-10.4559,0.902,0.794,71702,1
GO:0002181,"cytoplasmic translation",0.064%,-3.323, 6.878,3.915,-46.7471,0.815,0.429,2181,0
GO:0010035,"response to inorganic substance",0.317%, 6.331, 1.646,4.609,-3.4134,0.928,0.430,10035,0
GO:0071826,"ribonucleoprotein complex subunit organization",0.377%,-4.083,-4.838,4.685,-16.4750,0.834,0.439,71826,0
GO:0071822,"protein complex subunit organization",1.287%,null,null,5.218,-4.8297,0.816,0.854,71826,1
GO:0043241,"protein complex disassembly",0.351%,null,null,4.653,-6.1561,0.755,0.968,71826,1
GO:0022618,"ribonucleoprotein complex assembly",0.364%,null,null,4.669,-15.9586,0.813,0.825,71826,1
GO:0043624,"cellular protein complex disassembly",0.270%,null,null,4.540,-7.4634,0.759,0.946,71826,1
GO:0043623,"cellular protein complex assembly",0.673%,null,null,4.936,-4.2733,0.809,0.879,71826,1
GO:0000470,"maturation of LSU-rRNA",0.047%,null,null,3.779,-5.2062,0.753,0.876,71826,1
GO:0065003,"macromolecular complex assembly",1.497%,null,null,5.283,-9.4413,0.805,0.848,71826,1
GO:0032981,"mitochondrial respiratory chain complex I assembly",0.013%,null,null,3.207,-4.8665,0.845,0.666,71826,1
GO:0032984,"macromolecular complex disassembly",0.373%,null,null,4.680,-7.4377,0.756,0.654,71826,1
GO:0000027,"ribosomal large subunit assembly",0.079%,null,null,4.005,-7.6021,0.827,0.871,71826,1
GO:0042255,"ribosome assembly",0.164%,null,null,4.322,-3.6635,0.815,0.924,71826,1
GO:0033108,"mitochondrial respiratory chain complex assembly",0.061%,null,null,3.896,-5.4342,0.829,0.563,71826,1
GO:0006415,"translational termination",0.201%,null,null,4.411,-7.7545,0.650,0.922,71826,1
GO:0034622,"cellular macromolecular complex assembly",1.211%,null,null,5.191,-15.5901,0.805,0.731,71826,1
GO:1903008,"organelle disassembly",0.041%,null,null,3.716,-3.8013,0.789,0.812,71826,1
GO:0010257,"NADH dehydrogenase complex assembly",0.014%,null,null,3.242,-4.8665,0.855,0.610,71826,1
GO:0070125,"mitochondrial translational elongation",0.009%,null,null,3.073,-7.0757,0.755,0.730,71826,1
GO:0070126,"mitochondrial translational termination",0.002%,null,null,2.473,-7.6655,0.727,0.669,71826,1
GO:0051246,"regulation of protein metabolic process",1.551%, 1.592, 7.284,5.299,-3.7595,0.751,0.439,51246,0
GO:0019222,"regulation of metabolic process",11.942%,null,null,6.185,-10.0846,0.795,0.609,51246,1
GO:0010468,"regulation of gene expression",10.815%,null,null,6.142,-10.2510,0.702,0.592,51246,1
GO:0060255,"regulation of macromolecule metabolic process",11.716%,null,null,6.177,-10.2240,0.718,0.857,51246,1
GO:0097031,"mitochondrial respiratory chain complex I biogenesis",0.013%,-3.826,-3.984,3.208,-4.8665,0.898,0.440,97031,0
GO:0022411,"cellular component disassembly",0.423%, 1.982,-3.166,4.734,-6.5670,0.779,0.444,22411,0
GO:0007005,"mitochondrion organization",0.418%,-3.333,-3.827,4.729,-4.7033,0.839,0.445,7005,0
GO:0051783,"regulation of nuclear division",0.146%,null,null,4.273,-3.4711,0.739,0.534,7005,1
GO:0007051,"spindle organization",0.083%,null,null,4.029,-3.6478,0.690,0.772,7005,1
GO:0000226,"microtubule cytoskeleton organization",0.293%,null,null,4.575,-4.1707,0.767,0.567,7005,1
GO:0044267,"cellular protein metabolic process",14.293%,-3.948, 6.663,6.263,-20.4191,0.800,0.450,44267,0
GO:0006396,"RNA processing",3.210%,-4.817, 5.665,5.615,-44.2020,0.796,0.453,6396,0
GO:0042149,"cellular response to glucose starvation",0.016%, 6.651, 1.479,3.301,-3.5654,0.896,0.479,42149,0
GO:0051881,"regulation of mitochondrial membrane potential",0.014%, 4.662, 5.984,3.264,-3.7375,0.884,0.480,51881,0
GO:0006139,"nucleobase-containing compound metabolic process",26.547%,-6.637, 3.086,6.532,-19.1013,0.804,0.484,6139,0
GO:0016070,"RNA metabolic process",15.951%,null,null,6.311,-16.1244,0.772,0.541,6139,1
GO:0090304,"nucleic acid metabolic process",21.449%,null,null,6.440,-15.7282,0.777,0.597,6139,1
GO:0044249,"cellular biosynthetic process",30.048%,-7.466, 1.219,6.586,-15.7033,0.852,0.498,44249,0
GO:0009059,"macromolecule biosynthetic process",19.548%,null,null,6.399,-14.1035,0.857,0.556,44249,1
GO:0044271,"cellular nitrogen compound biosynthetic process",22.502%,null,null,6.460,-16.2027,0.818,0.585,44249,1
GO:1901576,"organic substance biosynthetic process",30.365%,null,null,6.591,-14.0545,0.890,0.658,44249,1
GO:0034645,"cellular macromolecule biosynthetic process",19.291%,null,null,6.394,-15.2125,0.802,0.553,44249,1
