"hsap_ensembl_gid","hsap_gene_name","diff_1","diff_2","undiff_1","undiff_2"
"ENSG00000257880","RP11-769N19.2",0,4,0,0
"ENSG00000257883","RP11-497G19.1",0,0,0,0
"ENSG00000257884","RP11-597A11.4",0,0,0,0
"ENSG00000257885","RP11-474C8.4",0,0,0,0
"ENSG00000257886","RP11-61E11.1",0,0,0,0
"ENSG00000257890","RP11-114F10.2",0,0,1,2
"ENSG00000257891","CTD-2311B13.1",0,0,0,0
"ENSG00000257893","RP11-587P21.2",0,0,0,0
"ENSG00000257894","RP1-78O14.1",566,558,98,118
"ENSG00000257896","RP11-210N13.1",8,7,15,14
"ENSG00000257897","RP11-812D23.1",0,0,0,0
"ENSG00000257899","RP11-125N22.3",0,0,0,0
"ENSG00000257900","RP11-454K7.1",5,3,3,7
"ENSG00000257904","RP11-269C4.2",0,0,0,0
"ENSG00000257905","RP3-432I18.1",3,1,0,0
"ENSG00000257906","RP1-90J4.1",0,0,0,0
"ENSG00000257907","EEF1A1P17",1,2,0,0
"ENSG00000257910","RP11-461F16.3",0,0,3,3
"ENSG00000257912","RP11-248E9.5",0,0,0,0
"ENSG00000257913","RP11-386G11.5",9,18,39,24
"ENSG00000257915","GLULP5",0,0,0,0
"ENSG00000257918","RP11-482D24.3",3,0,0,0
"ENSG00000257920","RP11-541G9.2",0,0,0,0
"ENSG00000257921","RP11-571M6.15",4,3,0,2
"ENSG00000257923","CUX1",18054,18168,8766,9237
"ENSG00000257924","RP11-493L12.5",0,4,0,0
"ENSG00000257925","RP11-493L12.3",0,0,0,0
"ENSG00000257927","MRPS36P5",1,1,0,0
"ENSG00000257931","CTD-2311B13.7",1,1,0,0
"ENSG00000257932","RP11-155I9.1",0,0,0,0
"ENSG00000257933","RP11-125N22.1",0,0,0,0
"ENSG00000257935","RP11-82C23.2",0,0,0,0
"ENSG00000257940","RP11-248E9.6",0,0,0,0
"ENSG00000257941","RP11-290L1.4",1,0,3,0
"ENSG00000257943","RP11-167N24.3",0,0,0,0
"ENSG00000257947","RP11-46I1.1",0,0,0,1
"ENSG00000257948","RP11-123M21.1",0,0,0,0
"ENSG00000257949","TEN1",5,2,0,0
"ENSG00000257950","P2RX5-TAX1BP3",22,28,39,30
"ENSG00000257951","RP11-554D14.4",0,0,0,0
"ENSG00000257953","RP11-620J15.1",5,3,2,2
"ENSG00000257954","RP11-161H23.10",0,0,1,2
"ENSG00000257955","RP1-228P16.5",0,0,0,0
"ENSG00000257956","RP11-359M6.3",17,4,0,0
"ENSG00000257957","QRSL1P3",8,1,0,0
"ENSG00000257958","RP11-25E2.1",0,0,0,0
"ENSG00000257959","RP11-536C10.4",0,0,0,0
"ENSG00000257962","RP11-219B4.6",0,0,0,0
"ENSG00000257964","RP11-133N21.10",0,0,2,10
"ENSG00000257966","OLA1P3",8,11,5,4
"ENSG00000257976","RP11-388G3.1",0,0,0,0
"ENSG00000257977","RP11-496I2.6",0,0,0,0
"ENSG00000257979","SNRPGP18",0,0,0,0
"ENSG00000257985","RP1-228P16.4",0,0,3,1
"ENSG00000257986","RP11-314P15.2",0,0,0,0
"ENSG00000257987","LINC00935",2,1,0,0
"ENSG00000257989","RP1-288H2.2",0,0,0,0
"ENSG00000257990","NF1P4",0,0,0,0
"ENSG00000257991","RP11-2H8.3",0,0,0,0
"ENSG00000257994","RP11-626I20.2",0,0,0,0
"ENSG00000257995","RP11-632B21.1",0,0,0,0
"ENSG00000257997","RP11-100F15.2",0,0,0,0
"ENSG00000257998","RP11-361A23.3",0,0,0,0
"ENSG00000257999","RP11-61E11.2",0,0,1,2
"ENSG00000258001","RP11-756H6.1",0,0,2,2
"ENSG00000258007","RP11-350G24.1",0,1,0,0
"ENSG00000258010","RP11-210M15.1",0,0,0,0
"ENSG00000258011","HMGA1P3",0,0,2,2
"ENSG00000258012","RP11-603K19.1",0,0,0,0
"ENSG00000258013","RPL3P13",0,0,0,0
"ENSG00000258016","HIGD1AP1",0,0,0,0
"ENSG00000258017","RP11-386G11.10",3,6,4,3
"ENSG00000258018","RP11-148B3.1",0,0,0,0
"ENSG00000258021","RP11-1100L3.4",0,0,0,0
"ENSG00000258024","OR5BT1P",0,0,0,0
"ENSG00000258026","RP11-543H12.1",0,0,0,0
"ENSG00000258027","RP11-597A11.1",0,0,0,0
"ENSG00000258028","RP11-148E17.1",0,0,0,0
"ENSG00000258033","RP11-350G24.2",1,0,0,0
"ENSG00000258034","RP11-493P1.2",0,0,0,0
"ENSG00000258035","RP11-74K11.2",0,0,0,0
"ENSG00000258036","KRT125P",0,0,0,0
"ENSG00000258038","CTD-2384A14.1",0,0,0,0
"ENSG00000258039","RP11-406H4.1",0,0,0,0
"ENSG00000258040","AC005086.3",1,1,0,1
"ENSG00000258044","RP11-530C5.2",5,7,2,0
"ENSG00000258048","RP11-530C5.1",6,6,5,3
"ENSG00000258050","RP11-698F20.3",1,2,0,2
"ENSG00000258051","RP11-474C8.3",0,0,0,0
"ENSG00000258052","AC025263.3",0,0,0,0
"ENSG00000258053","CTD-2021H9.3",0,1,2,1
"ENSG00000258056","RP11-644F5.11",162,172,93,100
"ENSG00000258057","BCDIN3D-AS1",42,46,11,37
"ENSG00000258064","RP11-293I14.2",0,0,0,0
"ENSG00000258065","RP11-30H9.1",0,0,0,0
"ENSG00000258066","RP11-781A6.1",0,0,0,0
"ENSG00000258068","RP11-328C8.5",0,0,1,0
"ENSG00000258071","ARL2BPP2",0,0,0,0
"ENSG00000258072","RP11-554D14.2",0,0,0,0
"ENSG00000258073","RP11-1079J22.1",0,0,1,0
"ENSG00000258074","VTI1BP3",0,0,0,0
"ENSG00000258076","RP11-536C10.14",0,0,0,0
"ENSG00000258077","RP11-114H23.1",17,3,18,31
"ENSG00000258080","ARHGAP42P4",1,1,2,4
"ENSG00000258081","RP11-384J4.2",4,0,5,4
"ENSG00000258082","RP11-443B7.3",0,0,0,0
"ENSG00000258083","OR9A4",0,0,0,0
"ENSG00000258084","RP11-754N21.1",0,0,0,0
"ENSG00000258086","RP11-753H16.5",6,1,12,19
"ENSG00000258088","RP11-114H23.2",7,6,22,24
"ENSG00000258090","RP11-734E19.1",0,1,1,0
"ENSG00000258091","RP11-290L1.6",0,0,0,0
"ENSG00000258092","RP4-816N1.7",0,0,6,2
"ENSG00000258093","AC005086.4",0,0,0,0
"ENSG00000258096","RP11-474P2.2",0,0,17,6
"ENSG00000258098","RP11-89K22.1",0,0,0,0
"ENSG00000258099","RP11-686G8.2",3,1,3,1
"ENSG00000258100","RP11-121E16.1",0,0,0,0
"ENSG00000258101","RP11-977B10.2",8,7,0,8
"ENSG00000258102","RP11-809C9.2",0,0,0,0
"ENSG00000258104","HIGD1AP9",0,0,0,0
"ENSG00000258107","RP11-260G13.1",0,0,0,0
"ENSG00000258108","RP11-1028N23.3",0,0,0,0
"ENSG00000258111","RP11-43D4.2",0,0,0,0
"ENSG00000258112","RP11-404O18.1",0,0,0,0
"ENSG00000258114","CTA-109P11.4",0,0,0,0
"ENSG00000258115","RP11-89M22.3",0,0,0,0
"ENSG00000258116","RP11-493L12.6",0,1,0,0
"ENSG00000258117","RP11-1022B3.1",0,0,0,0
"ENSG00000258118","RP11-77I22.4",0,0,0,0
"ENSG00000258119","RP11-804F13.1",0,0,0,0
"ENSG00000258120","KRT128P",0,0,0,0
"ENSG00000258121","RP11-722P11.4",0,2,0,0
"ENSG00000258122","RP11-61A14.1",4,5,1,5
"ENSG00000258123","RP11-314D7.2",14,12,21,17
"ENSG00000258125","RP11-1041F24.1",0,0,0,0
"ENSG00000258128","MKRN9P",0,4,5,1
"ENSG00000258130","RP11-347C12.3",0,6,7,11
"ENSG00000258131","RP11-541G9.1",0,0,0,0
"ENSG00000258133","RP11-340M11.1",0,0,0,0
"ENSG00000258134","RP11-956A19.1",0,0,0,0
"ENSG00000258135","RP11-70F11.11",0,0,0,0
"ENSG00000258136","RP11-864J10.4",8,14,33,14
"ENSG00000258137","RP11-753H16.3",1,1,4,0
"ENSG00000258140","RP11-324P9.1",0,0,2,0
"ENSG00000258142","RP11-18O15.1",1,1,0,0
"ENSG00000258144","RP11-554L12.1",0,0,0,0
"ENSG00000258148","AC007115.3",0,0,0,0
"ENSG00000258150","RP11-345J4.3",4,2,9,5
"ENSG00000258153","HSPE1P4",2,1,0,0
"ENSG00000258154","RP11-44N21.2",0,0,0,0
"ENSG00000258159","RP1-71H24.4",0,0,0,0
"ENSG00000258162","RP11-315E17.1",0,0,0,0
"ENSG00000258167","RP11-115F18.1",0,0,0,0
"ENSG00000258168","RP11-588H23.3",0,0,0,0
"ENSG00000258169","LINC00485",0,1,0,0
"ENSG00000258170","RP11-263K4.5",3,4,1,0
"ENSG00000258171","RP11-511B23.3",0,0,0,2
"ENSG00000258172","RP11-1105G2.4",0,0,0,0
"ENSG00000258173","RP11-248E9.4",0,0,0,0
"ENSG00000258175","RP11-412H8.2",0,0,0,0
"ENSG00000258177","RP11-394J1.2",0,1,0,1
"ENSG00000258178","RP11-18J9.3",2,1,0,0
"ENSG00000258179","RP11-248E9.7",0,0,0,0
"ENSG00000258181","RP11-493L12.4",8,7,1,13
"ENSG00000258183","RP11-753N8.1",0,0,13,13
"ENSG00000258184","RP11-335M9.1",0,0,0,0
"ENSG00000258185","RP11-202H2.1",0,0,0,0
"ENSG00000258186","SLC7A5P2",0,0,0,0
"ENSG00000258188","RP11-146E13.4",4,6,10,14
"ENSG00000258193","RP11-362A1.2",0,0,0,0
"ENSG00000258196","CTD-2213F21.4",0,0,0,0
"ENSG00000258197","NKX2-2-AS1",0,0,0,0
"ENSG00000258198","RP11-146E13.3",0,0,0,0
"ENSG00000258199","RP11-977G19.5",95,95,144,124
"ENSG00000258202","RP11-776A13.2",0,0,0,0
"ENSG00000258203","RP1-228P16.3",0,0,0,0
"ENSG00000258204","RP11-90E9.1",0,0,0,0
"ENSG00000258205","RP11-248E9.1",0,0,0,0
"ENSG00000258206","RP13-619I2.2",0,0,0,0
"ENSG00000258210","RP11-478C19.2",5,8,11,11
"ENSG00000258212","RP11-624G19.1",0,0,0,1
"ENSG00000258214","RP11-272B17.1",0,0,0,0
"ENSG00000258215","RP11-299A16.1",0,0,0,0
"ENSG00000258216","RP11-654D12.2",1,0,0,0
"ENSG00000258220","RP11-38F22.1",0,0,0,0
"ENSG00000258223","PRSS58",0,0,0,0
"ENSG00000258224","RP11-587P21.1",0,0,0,0
"ENSG00000258225","RP11-136F16.1",11,4,1,1
"ENSG00000258227","CLEC5A",0,0,0,0
"ENSG00000258230","RP11-511H9.3",0,3,2,1
"ENSG00000258231","RP11-362K2.2",0,0,0,0
"ENSG00000258232","RP11-161H23.5",0,0,0,0
"ENSG00000258233","ARHGAP42P5",0,0,0,2
"ENSG00000258234","RP11-370I10.2",0,0,0,0
"ENSG00000258235","RP11-12K6.2",0,0,0,0
"ENSG00000258239","MTND2P17",0,0,0,0
"ENSG00000258240","RP1-46F2.3",1,0,0,0
"ENSG00000258244","OSTF1P1",0,0,0,0
"ENSG00000258245","RP11-114H23.3",2,1,6,6
"ENSG00000258247","RP11-167N24.6",0,0,0,0
"ENSG00000258249","RP11-497G19.3",0,0,0,0
"ENSG00000258251","RP11-256L6.4",0,0,0,0
"ENSG00000258252","CTD-2311B13.5",0,0,0,0
"ENSG00000258253","RP3-416H24.4",0,0,0,0
"ENSG00000258254","RP11-162N7.1",0,0,0,0
"ENSG00000258256","RP11-219B4.5",1,1,1,1
"ENSG00000258260","RP11-977G19.14",1,0,0,0
"ENSG00000258262","RP11-693J15.3",0,0,0,0
"ENSG00000258265","CTD-2311B13.2",0,0,0,0
"ENSG00000258268","RP11-570L15.1",0,0,0,0
"ENSG00000258271","RP11-356O22.4",0,0,0,0
"ENSG00000258272","RP11-510I5.4",0,0,0,0
"ENSG00000258273","RP11-370I10.4",0,0,0,1
"ENSG00000258274","RP11-887P2.5",12,5,0,4
"ENSG00000258275","OR7K1P",0,0,0,0
"ENSG00000258276","RP11-244H18.1",0,0,0,0
"ENSG00000258278","RP11-297L6.1",0,0,0,0
"ENSG00000258279","LINC00592",14,19,4,1
"ENSG00000258280","RP11-1028N23.2",0,0,0,0
"ENSG00000258282","BTF3P2",0,0,0,0
"ENSG00000258283","RP11-386G11.3",0,0,0,0
"ENSG00000258284","POLR2KP1",1,1,0,3
"ENSG00000258285","RP11-103B5.2",0,2,2,1
"ENSG00000258288","RP11-554E23.3",0,0,0,0
"ENSG00000258289","CHURC1",2528,2573,1918,2230
"ENSG00000258290","RP11-654D12.1",0,0,0,0
"ENSG00000258292","RP11-536G4.1",0,0,0,0
"ENSG00000258294","RP11-314D7.1",0,0,0,0
"ENSG00000258297","RP11-658F2.8",329,334,237,238
"ENSG00000258300","NUTF2P2",0,0,0,0
"ENSG00000258301","RP11-488C13.5",65,46,51,35
"ENSG00000258302","RP11-981P6.1",17,9,15,45
"ENSG00000258303","RP11-887P2.6",0,0,0,1
"ENSG00000258304","RP11-453D16.1",0,0,0,0
"ENSG00000258308","RP11-554E23.2",1,1,0,0
"ENSG00000258311","RP11-644F5.10",83,89,95,114
"ENSG00000258312","RP11-690J15.1",0,0,0,0
"ENSG00000258313","RP11-167N24.5",0,0,0,0
"ENSG00000258314","CTD-2314B22.1",0,1,0,0
"ENSG00000258315","C17orf49",10,12,42,36
"ENSG00000258316","KLF17P1",0,0,1,0
"ENSG00000258317","RP11-603J24.5",3,0,10,5
"ENSG00000258320","RP11-274M17.1",0,0,0,0
"ENSG00000258323","RP1-267L14.3",5,1,1,5
"ENSG00000258324","RP11-536C10.22",0,0,0,0
"ENSG00000258325","RP4-816N1.6",0,2,0,3
"ENSG00000258331","RP11-118A3.1",4,3,0,0
"ENSG00000258332","RP11-711C17.2",0,0,0,0
"ENSG00000258334","RP11-161H23.9",0,2,1,2
"ENSG00000258336","RP11-410B16.1",0,0,0,0
"ENSG00000258337","RP11-115H15.2",0,0,0,0
"ENSG00000258338","RP11-87P13.2",0,0,0,0
"ENSG00000258342","RP11-116N8.1",0,0,0,0
"ENSG00000258343","RP11-536G4.2",0,0,6,4
"ENSG00000258344","RP11-968A15.8",4,0,12,17
"ENSG00000258345","RP11-603J24.6",0,0,0,0
"ENSG00000258346","RP11-148B3.2",0,1,0,0
"ENSG00000258350","SYF2P1",0,0,0,0
"ENSG00000258352","RP11-23J18.1",0,1,1,4
"ENSG00000258354","MIR3180-1",0,0,1,2
"ENSG00000258355","RP11-651L5.2",0,2,4,3
"ENSG00000258357","RP11-778J16.2",0,0,4,1
"ENSG00000258358","RP11-228G3.1",0,0,0,0
"ENSG00000258359","PCNPP1",7,8,4,2
"ENSG00000258360","RP11-266O15.3",0,0,0,0
"ENSG00000258363","GRAMD4P4",1,0,4,2
"ENSG00000258364","RP11-536C10.16",0,0,0,0
"ENSG00000258365","RP11-1105G2.3",0,0,2,1
"ENSG00000258366","RTEL1",74,88,132,124
"ENSG00000258367","RP11-536C10.3",1,2,0,0
"ENSG00000258368","RP11-125N22.2",0,0,0,0
"ENSG00000258369","RP1-90J4.2",0,0,0,0
"ENSG00000258373","SLC25A3P2",0,0,0,0
"ENSG00000258375","RP11-617J18.1",0,0,0,0
"ENSG00000258376","RP4-647C14.2",0,1,0,0
"ENSG00000258377","RP11-649E7.5",0,0,0,0
"ENSG00000258378","RP11-517O13.1",1,1,0,0
"ENSG00000258379","RP11-204N11.2",0,0,0,0
"ENSG00000258380","RP11-33N16.2",0,0,0,0
"ENSG00000258381","RP11-737F10.1",0,0,0,0
"ENSG00000258383","CTD-2200A16.1",0,0,0,0
"ENSG00000258384","AC068831.6",6,1,3,2
"ENSG00000258385","RP11-629F19.1",0,0,0,0
"ENSG00000258386","RP11-187E13.2",0,0,0,0
"ENSG00000258387","RP11-557C9.3",0,0,0,0
"ENSG00000258388","PPT2-EGFL8",37,50,31,51
"ENSG00000258389","DUX4",0,0,0,0
"ENSG00000258390","RP11-1070N10.4",0,0,0,0
"ENSG00000258392","RPA2P1",0,0,0,0
"ENSG00000258393","RP11-907D1.2",0,0,0,0
"ENSG00000258394","CTD-2307P3.1",0,0,0,0
"ENSG00000258395","RP11-65I12.1",0,1,0,0
"ENSG00000258397","RP11-173D3.2",0,0,0,0
"ENSG00000258399","MEG8",109,151,75,103
"ENSG00000258400","RP11-831F12.2",1,2,1,2
"ENSG00000258401","RP11-326E7.1",0,0,0,0
"ENSG00000258402","RP11-516J2.1",0,0,0,0
"ENSG00000258403","RP11-355I22.6",11,3,1,0
"ENSG00000258404","RP11-1029J19.5",0,0,0,0
"ENSG00000258405","ZNF578",55,58,47,71
"ENSG00000258406","RP11-88E18.1",0,0,0,0
"ENSG00000258407","RP11-300J18.2",0,0,0,0
"ENSG00000258408","NT5CP2",0,0,0,0
"ENSG00000258410","RP11-173D3.1",21,17,18,16
"ENSG00000258411","RP11-804M7.2",0,0,0,0
"ENSG00000258412","RP11-404P21.5",5,12,2,3
"ENSG00000258413","RP11-665C16.6",0,0,6,0
"ENSG00000258414","RP11-356O9.1",0,0,2,1
"ENSG00000258415","RP11-32B5.4",0,0,1,0
"ENSG00000258416","RP11-526N18.1",0,1,0,0
"ENSG00000258417","OC90",2,0,0,0
"ENSG00000258418","RP11-662J14.1",0,0,0,0
"ENSG00000258419","RP11-588P7.1",0,0,0,0
"ENSG00000258420","RP11-403B2.3",0,0,0,0
"ENSG00000258421","FRDAP",0,0,0,0
"ENSG00000258422","RP11-486O13.2",0,0,1,0
"ENSG00000258423","OR7E105P",0,0,0,0
"ENSG00000258424","RP11-471B22.2",16,7,21,34
"ENSG00000258425","CTD-2207P18.1",0,2,1,1
"ENSG00000258426","RP11-452D21.1",0,0,0,0
"ENSG00000258427","RBM8B",18,26,28,27
"ENSG00000258428","RP11-1085N6.2",4,6,2,1
"ENSG00000258429","PDF",36,25,32,23
"ENSG00000258430","RP11-982M15.2",0,0,0,0
"ENSG00000258431","RP1-292L20.2",0,0,0,0
"ENSG00000258433","RP11-255M2.1",0,0,1,2
"ENSG00000258434","DUX4L11",0,0,0,0
"ENSG00000258435","RP11-711D18.2",0,0,0,0
"ENSG00000258436","RNASE12",0,0,0,0
"ENSG00000258437","RP11-661G16.1",1,1,0,0
"ENSG00000258438","OR11K2P",0,0,0,0
"ENSG00000258439","RP11-173A8.2",5,5,4,4
"ENSG00000258440","RP11-1033H12.3",0,0,0,0
"ENSG00000258441","LINC00641",465,453,389,439
"ENSG00000258442","RP11-474N8.5",0,0,0,0
"ENSG00000258443","RP3-414A15.11",0,1,5,6
"ENSG00000258444","CTD-2201G16.1",0,0,0,0
"ENSG00000258445","RP11-307P22.1",0,0,0,0
"ENSG00000258446","RP11-895M11.2",0,0,0,0
"ENSG00000258448","RP11-109N23.5",2,1,1,3
"ENSG00000258449","RP11-713N11.4",0,0,0,0
"ENSG00000258450","RP11-649E7.7",7,8,6,7
"ENSG00000258451","RP11-903H12.3",10,5,9,11
"ENSG00000258452","RP11-757H14.2",0,0,0,0
"ENSG00000258453","OR11H2",0,0,0,0
"ENSG00000258454","RP11-361H10.3",0,0,0,0
"ENSG00000258455","RP11-665C16.5",0,0,0,0
"ENSG00000258456","PTCD2P1",0,0,0,0
"ENSG00000258457","RP11-298I3.4",8,5,30,23
"ENSG00000258458","CTD-2555K7.2",0,2,1,7
"ENSG00000258459","CTD-2292M16.7",0,0,0,0
"ENSG00000258460","RP11-168L7.1",0,0,0,0
"ENSG00000258461","RP11-164J13.1",46,49,52,39
"ENSG00000258462","RP11-831F12.4",0,0,0,0
"ENSG00000258463","RP11-173D3.3",0,0,0,0
"ENSG00000258464","RP11-388E23.2",0,0,0,0
"ENSG00000258465","DCAF8",2,0,2,3
"ENSG00000258466","RP11-1012A1.4",0,1,3,9
"ENSG00000258467","PHKBP2",0,0,0,0
"ENSG00000258468","OR11G1P",0,0,0,0
"ENSG00000258469","CHMP4BP1",0,4,0,0
"ENSG00000258471","RP11-84C10.4",5,11,10,10
"ENSG00000258472","RP11-192H23.4",50,54,51,62
"ENSG00000258473","RP11-7F17.4",0,0,0,0
"ENSG00000258474","RP11-187E13.1",0,0,0,0
"ENSG00000258475","U85056.3",0,0,0,0
"ENSG00000258476","RP11-76E17.3",0,0,0,0
"ENSG00000258477","PPIAP6",2,2,0,0
"ENSG00000258478","RP11-232C2.1",0,0,0,0
"ENSG00000258479","LINC00640",6,31,1,0
"ENSG00000258480","RP11-662J14.2",0,0,0,0
"ENSG00000258481","RP11-472N19.3",0,0,0,0
"ENSG00000258482","TRAV15",0,0,0,0
"ENSG00000258483","AC144835.1",0,0,0,0
"ENSG00000258484","SPESP1",2,0,3,1
"ENSG00000258485","SRMP2",1,0,0,0
"ENSG00000258486","RN7SL1",326,347,457,507
"ENSG00000258487","RP11-99L13.1",0,0,0,0
"ENSG00000258488","RP11-467L19.8",0,0,2,4
"ENSG00000258489","RP11-398J10.2",0,1,0,0
"ENSG00000258490","RP11-862P13.1",0,0,0,0
"ENSG00000258491","ZFP64P1",0,0,0,0
"ENSG00000258493","RP11-73E17.3",2,0,0,0
"ENSG00000258494","OR11J5P",0,0,0,0
"ENSG00000258496","RP11-1141N12.1",0,0,0,0
"ENSG00000258497","CTD-2561F5.1",0,0,0,0
"ENSG00000258498","DIO3OS",1,0,6,18
"ENSG00000258499","RP11-862G15.2",0,0,0,0
"ENSG00000258500","CTD-2062F14.2",0,1,0,1
"ENSG00000258501","EIF3LP1",0,0,0,0
"ENSG00000258502","RP11-783L4.1",0,0,0,0
"ENSG00000258503","RP11-368P15.1",0,0,0,0
"ENSG00000258504","RP11-638I2.6",0,0,0,0
"ENSG00000258505","RP11-90P16.1",0,0,0,0
"ENSG00000258506","RP11-688D15.1",0,0,0,0
"ENSG00000258507","RP13-582L3.4",0,0,0,0
"ENSG00000258509","RP11-857B24.3",0,0,0,0
"ENSG00000258510","RP11-493G17.4",1,0,0,0
"ENSG00000258511","RP11-61O1.2",0,0,0,0
"ENSG00000258512","RP11-796G6.2",0,0,0,0
"ENSG00000258513","RP5-892G5.2",0,0,0,0
"ENSG00000258514","DUX4L14",0,0,0,0
"ENSG00000258515","RP11-203M5.7",28,36,29,27
"ENSG00000258516","RP11-185P18.2",0,0,0,0
"ENSG00000258517","RP6-91H8.1",0,0,0,0
"ENSG00000258519","RP11-349A22.3",0,0,0,0
"ENSG00000258520","RP11-363J20.2",2,3,3,9
"ENSG00000258521","RP11-638I2.9",4,8,2,8
"ENSG00000258524","NT5CP1",7,9,1,1
"ENSG00000258525","RP11-829H16.3",1,0,1,3
"ENSG00000258526","RP11-111A21.1",0,1,0,0
"ENSG00000258527","ASB9P1",1,1,0,0
"ENSG00000258529","ALG9",0,0,0,0
"ENSG00000258531","BANF1P1",0,0,0,0
"ENSG00000258532","RP11-353P15.1",0,0,0,0
"ENSG00000258534","CTD-2134A5.4",0,0,0,0
"ENSG00000258535","RP11-280K24.4",10,9,0,3
"ENSG00000258536","RP11-1053O12.1",0,0,0,0
"ENSG00000258537","FRMD6-AS2",14,26,0,0
"ENSG00000258538","RP11-753D20.3",0,0,0,0
"ENSG00000258539","RP11-12J10.3",7,13,10,12
"ENSG00000258540","RP11-692C24.3",0,0,0,0
"ENSG00000258541","OR4K4P",0,0,0,0
"ENSG00000258542","AC068831.11",0,0,0,0
"ENSG00000258544","RP11-750I4.2",0,0,0,0
"ENSG00000258545","RP4-755D9.1",1,2,1,1
"ENSG00000258546","RP11-713N11.3",0,0,0,0
"ENSG00000258548","LINC00645",0,0,0,0
"ENSG00000258549","RP11-22K10.1",0,0,0,0
"ENSG00000258550","OR7E106P",0,0,0,0
"ENSG00000258551","RP11-661P17.1",3,3,1,6
"ENSG00000258552","RP11-463C8.5",0,0,0,0
"ENSG00000258553","RP11-16B13.1",0,0,1,2
"ENSG00000258554","RP11-973D8.4",0,0,0,0
"ENSG00000258555","SPECC1L-ADORA2A",4,4,4,4
"ENSG00000258556","CTD-2568P8.1",0,0,0,0
"ENSG00000258557","AE000659.41",0,0,0,0
"ENSG00000258558","RP11-159L20.2",0,0,0,0
"ENSG00000258559","AC005519.4",52,37,88,105
"ENSG00000258560","CTD-2376I20.1",0,0,0,0
"ENSG00000258561","RP11-72M17.1",8,1,0,1
"ENSG00000258562","CTD-2313J17.3",0,0,0,0
"ENSG00000258563","PSMA3P",0,0,0,0
"ENSG00000258564","OR4N1P",0,0,0,0
"ENSG00000258565","BLZF2P",0,0,2,2
"ENSG00000258566","RP11-99E15.3",0,0,0,0
"ENSG00000258567","DUX4L16",0,0,0,0
"ENSG00000258568","RHOQP1",19,20,28,33
"ENSG00000258569","RP11-99E15.2",2,1,0,0
"ENSG00000258570","RP11-452K20.1",0,0,0,0
"ENSG00000258571","PTTG4P",2,1,4,10
"ENSG00000258572","RP11-1070N10.3",0,1,0,0
"ENSG00000258573","RP11-14J7.6",0,0,1,0
"ENSG00000258576","CTD-2644I21.1",0,0,0,0
"ENSG00000258577","SNRPGP1",0,0,0,0
"ENSG00000258578","RP11-98L12.2",0,0,0,0
"ENSG00000258580","RP11-320M16.2",0,0,0,0
"ENSG00000258581","RP11-638I2.10",3,9,2,8
"ENSG00000258582","RP11-44L9.1",0,0,0,0
"ENSG00000258583","RP11-112J1.2",0,0,0,0
"ENSG00000258584","FAM181A-AS1",0,0,0,0
"ENSG00000258585","RP11-928F19.2",0,0,0,0
"ENSG00000258586","RP5-1021I20.2",0,0,0,0
"ENSG00000258587","RP11-316E14.2",0,0,0,0
"ENSG00000258588","TRIM6-TRIM34",0,0,0,0
"ENSG00000258590","NBEAP1",1,9,21,34
"ENSG00000258591","RP11-545M17.3",4,2,4,7
"ENSG00000258592","RP11-108M12.3",1,1,3,2
"ENSG00000258593","CTD-3051D23.4",1,2,2,1
"ENSG00000258594","RP11-30G8.2",0,0,0,0
"ENSG00000258595","RP11-371E8.2",0,0,0,0
"ENSG00000258597","SERPINA2P",0,0,0,0
"ENSG00000258598","RP11-260M19.1",0,0,0,0
"ENSG00000258599","RP11-84C10.1",0,0,0,0
"ENSG00000258600","RP11-452D21.2",0,0,0,0
"ENSG00000258601","RP11-81F13.2",0,0,0,0
"ENSG00000258602","RP11-7F17.7",0,0,13,7
"ENSG00000258603","RP3-414A15.10",0,0,1,2
"ENSG00000258604","AL161668.5",0,0,0,0
"ENSG00000258605","RP11-299L17.4",0,0,0,0
"ENSG00000258608","DNAJC19P9",0,0,0,0
"ENSG00000258609","LINC-ROR",0,4,3,3
"ENSG00000258610","RP11-488C13.7",0,0,0,0
"ENSG00000258611","RP11-368J22.2",0,0,0,0
"ENSG00000258612","RP11-671J11.6",0,1,0,0
"ENSG00000258613","RPL21P7",0,0,0,0
"ENSG00000258615","RP11-725G5.3",0,0,0,0
"ENSG00000258616","RP11-369C8.1",0,0,0,0
"ENSG00000258617","DUX4L13",0,0,0,0
"ENSG00000258618","RPL21P9",0,0,0,0
"ENSG00000258619","RP11-134E15.1",0,0,0,0
"ENSG00000258620","RP11-362L22.1",0,0,0,0
"ENSG00000258622","RP11-90P16.2",0,0,0,0
"ENSG00000258623","CTD-2325P2.3",2,6,1,5
"ENSG00000258624","AC145436.1",0,0,0,0
"ENSG00000258625","OR11H5P",0,0,0,0
"ENSG00000258626","COX7A2P1",0,0,0,0
"ENSG00000258627","RP11-76E17.1",0,0,0,0
"ENSG00000258628","RP11-492D6.3",0,0,0,0
"ENSG00000258629","CTD-2014B16.1",0,0,0,0
"ENSG00000258630","RP11-725G5.2",0,0,0,0
"ENSG00000258631","RP11-739G5.1",0,0,0,0
"ENSG00000258632","RP11-354B3.1",0,0,0,0
"ENSG00000258633","RP11-857B24.1",0,0,0,1
"ENSG00000258634","RP4-773N10.4",306,340,539,572
"ENSG00000258636","CTD-2298J14.2",2,1,4,1
