"hsap_ensembl_gid","hsap_gene_name","control_1","control_2","control_3","control_4","conditioned_1","conditioned_2","conditioned_3","conditioned_4"
"ENSG00000120658","ENOX1",8,23,8,17,36,22,23,19
"ENSG00000120659","TNFSF11",26,30,12,51,36,19,38,31
"ENSG00000120662","MTRF1",119,163,73,183,207,130,191,114
"ENSG00000120664","SPG20OS",0,0,0,0,1,0,2,1
"ENSG00000120669","SOHLH2",0,0,1,0,2,0,0,3
"ENSG00000120675","DNAJC15",460,699,312,696,713,524,439,414
"ENSG00000120685","PROSER1",1053,1608,692,1483,2082,1398,1561,1296
"ENSG00000120686","UFM1",1134,1867,704,1623,1460,975,1497,1350
"ENSG00000120688","WBP4",353,532,236,518,818,575,590,579
"ENSG00000120690","ELF1",4452,6807,3065,6576,6978,4633,5195,4314
"ENSG00000120693","SMAD9",12,29,11,20,23,23,7,8
"ENSG00000120694","HSPH1",8782,12554,6257,12107,13518,9879,13720,10412
"ENSG00000120696","KBTBD7",91,120,48,117,185,122,157,116
"ENSG00000120697","ALG5",622,835,391,649,850,592,484,522
"ENSG00000120699","EXOSC8",1394,2233,958,1818,1582,1153,1018,989
"ENSG00000120705","ETF1",3908,6540,2787,5818,5920,3849,4162,3602
"ENSG00000120708","TGFBI",368,608,305,498,2673,1937,990,1051
"ENSG00000120709","FAM53C",1824,2831,1269,2650,2813,1807,1864,1476
"ENSG00000120725","SIL1",286,474,171,392,452,323,225,250
"ENSG00000120727","PAIP2",3410,5098,2298,4698,5167,3654,4198,3661
"ENSG00000120729","MYOT",0,0,0,1,0,0,0,0
"ENSG00000120733","KDM3B",840,1337,655,1323,2647,1587,1907,1451
"ENSG00000120738","EGR1",344,566,259,517,628,364,530,436
"ENSG00000120742","SERP1",5287,7867,3461,6215,5584,3904,4880,4286
"ENSG00000120756","PLS1",259,369,194,410,403,270,371,256
"ENSG00000120784","ZFP30",183,247,129,211,455,302,408,353
"ENSG00000120798","NR2C1",184,267,113,266,320,236,232,221
"ENSG00000120800","UTP20",134,199,84,175,472,234,302,223
"ENSG00000120802","TMPO",3793,5998,3015,5853,7605,5319,5360,4539
"ENSG00000120805","ARL1",1636,2493,1177,2225,2265,1630,1864,1688
"ENSG00000120820","GLT8D2",0,0,0,0,0,0,0,0
"ENSG00000120832","MTERFD3",29,49,24,44,74,50,48,38
"ENSG00000120833","SOCS2",1623,2702,1148,2386,3480,2053,2611,2269
"ENSG00000120837","NFYB",570,994,431,699,790,500,541,463
"ENSG00000120860","CCDC53",127,232,96,181,282,209,196,197
"ENSG00000120868","APAF1",1281,2136,847,2217,2983,1654,2256,1729
"ENSG00000120875","DUSP4",17467,26117,11439,26171,24937,15770,15703,13466
"ENSG00000120885","CLU",39,56,25,71,128,98,53,62
"ENSG00000120889","TNFRSF10B",1868,3035,1297,2759,4148,2500,2742,2387
"ENSG00000120896","SORBS3",550,842,400,770,1326,845,747,665
"ENSG00000120899","PTK2B",1507,2162,1133,2267,3423,2282,2055,1681
"ENSG00000120903","CHRNA2",0,1,0,0,0,0,0,0
"ENSG00000120907","ADRA1A",0,0,1,2,0,0,1,0
"ENSG00000120910","PPP3CC",1772,2213,1073,2275,1948,1321,1506,1354
"ENSG00000120913","PDLIM2",155,238,111,266,293,192,156,137
"ENSG00000120915","EPHX2",134,231,105,180,273,211,112,125
"ENSG00000120925","RNF170",79,106,68,94,304,214,178,211
"ENSG00000120937","NPPB",0,0,1,0,0,0,0,0
"ENSG00000120942","UBIAD1",533,942,375,811,850,529,491,428
"ENSG00000120948","TARDBP",1359,2153,1106,2229,2839,2098,2456,1932
"ENSG00000120949","TNFRSF8",929,1559,838,1373,4639,2721,1704,1697
"ENSG00000120952","PRAMEF2",0,0,0,0,0,0,0,0
"ENSG00000120963","ZNF706",1144,1815,720,1609,1744,1147,1293,1122
"ENSG00000120992","LYPLA1",2447,3178,1555,3046,3186,2185,2988,2511
"ENSG00000121005","CRISPLD1",4,1,0,0,6,1,2,0
"ENSG00000121022","COPS5",1433,2200,1027,1918,1962,1342,1189,1254
"ENSG00000121039","RDH10",572,765,314,860,773,497,775,544
"ENSG00000121053","EPX",0,0,0,0,0,0,0,0
"ENSG00000121057","AKAP1",273,362,222,400,556,336,276,277
"ENSG00000121058","COIL",682,883,509,905,1102,796,773,722
"ENSG00000121060","TRIM25",2066,2966,1504,2996,6518,4126,4560,3572
"ENSG00000121064","SCPEP1",3748,4475,2556,5248,5458,4032,4444,3645
"ENSG00000121067","SPOP",1154,1769,880,1562,1688,1100,1132,972
"ENSG00000121068","TBX2",0,0,0,0,0,0,0,0
"ENSG00000121073","SLC35B1",502,739,338,727,755,484,412,368
"ENSG00000121075","TBX4",1,3,1,0,0,0,0,0
"ENSG00000121101","TEX14",10,5,9,12,12,7,6,8
"ENSG00000121104","FAM117A",574,650,372,732,1101,685,698,578
"ENSG00000121152","NCAPH",1580,2729,1182,2436,2986,1866,1601,1419
"ENSG00000121207","LRAT",3,2,2,2,2,0,0,4
"ENSG00000121210","KIAA0922",1090,1532,834,1535,2430,1479,1593,1355
"ENSG00000121211","MND1",262,486,213,419,409,247,217,205
"ENSG00000121236","TRIM6",30,45,21,61,88,56,64,53
"ENSG00000121270","ABCC11",6,2,8,6,7,6,5,3
"ENSG00000121274","PAPD5",962,1491,640,1499,2042,1280,1891,1321
"ENSG00000121281","ADCY7",1430,2086,1046,2157,3764,2274,2457,1961
"ENSG00000121289","CEP89",194,308,143,242,263,209,183,172
"ENSG00000121297","TSHZ3",161,158,115,217,385,249,253,222
"ENSG00000121310","ECHDC2",168,237,95,210,307,170,139,144
"ENSG00000121314","TAS2R8",0,0,0,0,0,0,0,0
"ENSG00000121316","PLBD1",0,1,0,0,1,0,1,0
"ENSG00000121318","TAS2R10",1,3,0,3,0,3,0,0
"ENSG00000121335","PRB2",0,0,0,0,0,0,0,0
"ENSG00000121350","PYROXD1",208,357,133,300,490,319,355,380
"ENSG00000121351","IAPP",0,0,2,0,4,1,0,0
"ENSG00000121361","KCNJ8",0,0,0,0,0,0,0,0
"ENSG00000121377","TAS2R7",0,0,0,0,0,0,0,0
"ENSG00000121380","BCL2L14",37,79,39,91,127,108,84,74
"ENSG00000121381","TAS2R9",0,0,0,0,0,0,0,0
"ENSG00000121388","RP11-408E5.4",2,2,0,4,8,12,16,8
"ENSG00000121390","PSPC1",1098,1622,820,1689,1812,1273,1128,1016
"ENSG00000121406","ZNF549",98,130,78,119,232,158,176,111
"ENSG00000121410","A1BG",12,10,7,11,14,4,1,1
"ENSG00000121413","ZSCAN18",113,205,93,147,290,186,126,133
"ENSG00000121417","ZNF211",231,315,132,352,347,243,221,231
"ENSG00000121440","PDZRN3",0,0,0,0,0,0,0,0
"ENSG00000121446","RGSL1",0,1,0,1,0,0,0,2
"ENSG00000121454","LHX4",2,7,1,6,7,5,5,6
"ENSG00000121481","RNF2",734,1113,524,1054,1026,661,696,599
"ENSG00000121486","TRMT1L",260,542,226,368,807,526,712,528
"ENSG00000121542","SEC22A",208,306,171,320,367,253,224,198
"ENSG00000121552","CSTA",0,0,0,0,0,0,0,0
"ENSG00000121570","DPPA4",0,6,4,6,5,5,10,6
"ENSG00000121577","POPDC2",8,22,7,14,31,23,20,13
"ENSG00000121578","B4GALT4",1504,2460,1170,2152,2498,1610,1629,1553
"ENSG00000121579","NAA50",2580,4163,1897,3888,4127,2841,4183,3268
"ENSG00000121594","CD80",250,452,166,401,787,479,604,479
"ENSG00000121621","KIF18A",412,792,306,622,788,553,589,549
"ENSG00000121634","GJA8",0,0,0,0,0,0,0,0
"ENSG00000121644","DESI2",2668,4722,1761,4113,3702,2201,3518,2734
"ENSG00000121653","MAPK8IP1",4,9,8,10,15,7,12,11
"ENSG00000121671","CRY2",426,657,314,622,853,564,461,387
"ENSG00000121680","PEX16",252,368,168,352,480,288,247,186
"ENSG00000121690","DEPDC7",14,32,14,27,14,17,22,21
"ENSG00000121691","CAT",705,1222,522,1132,1139,866,613,617
"ENSG00000121716","PILRB",22,51,23,38,38,14,14,11
"ENSG00000121741","ZMYM2",1179,1982,850,1774,2504,1484,2161,1749
"ENSG00000121742","GJB6",21,30,4,20,54,25,20,21
"ENSG00000121743","GJA3",15,25,4,13,13,11,8,13
"ENSG00000121749","TBC1D15",2481,3380,1593,3244,2758,1944,2343,2011
"ENSG00000121753","BAI2",24,35,23,23,58,39,31,19
"ENSG00000121764","HCRTR1",2,0,0,0,1,0,0,0
"ENSG00000121766","ZCCHC17",666,978,454,1025,1170,791,605,677
"ENSG00000121769","FABP3",1,4,0,1,12,3,6,1
"ENSG00000121774","KHDRBS1",2937,4938,2269,4279,5729,3899,3750,3317
"ENSG00000121775","TMEM39B",247,451,198,382,463,282,293,201
"ENSG00000121797","CCRL2",0,10,1,0,16,5,2,2
"ENSG00000121807","CCR2",0,1,2,0,1,0,1,0
"ENSG00000121848","RNF115",616,954,467,1016,1253,806,989,933
"ENSG00000121851","POLR3GL",446,831,317,566,730,484,375,449
"ENSG00000121853","GHSR",0,0,0,0,0,0,0,0
"ENSG00000121858","TNFSF10",327,446,202,495,752,421,675,582
"ENSG00000121864","ZNF639",603,1015,410,876,840,539,825,699
"ENSG00000121871","SLITRK3",0,0,0,0,0,0,0,0
"ENSG00000121879","PIK3CA",732,1098,466,1086,1673,953,1701,1204
"ENSG00000121892","PDS5A",3484,5411,2338,5167,7925,4673,6528,5063
"ENSG00000121895","TMEM156",1160,1537,752,1719,2007,1449,1767,1642
"ENSG00000121897","LIAS",236,436,182,312,291,190,169,170
"ENSG00000121898","CPXM2",1,2,1,0,0,1,0,0
"ENSG00000121900","TMEM54",41,51,26,61,42,35,29,23
"ENSG00000121903","ZSCAN20",39,52,29,59,119,95,64,61
"ENSG00000121904","CSMD2",0,0,0,1,1,0,0,0
"ENSG00000121905","HPCA",2,0,3,0,1,2,3,0
"ENSG00000121931","LRIF1",423,672,346,678,1068,695,847,710
"ENSG00000121933","ADORA3",3,0,2,0,5,1,2,3
"ENSG00000121940","CLCC1",204,389,162,325,564,353,380,347
"ENSG00000121957","GPSM2",941,1735,630,1347,1557,1005,925,736
"ENSG00000121964","GTDC1",252,389,183,361,389,297,333,292
"ENSG00000121966","CXCR4",32324,44714,21364,47461,59186,43568,44729,38541
"ENSG00000121988","ZRANB3",60,103,63,107,104,81,71,57
"ENSG00000121989","ACVR2A",75,128,58,122,137,75,95,111
"ENSG00000122008","POLK",514,784,341,712,1006,701,880,690
"ENSG00000122012","SV2C",8,3,3,7,13,10,6,3
"ENSG00000122025","FLT3",4,0,0,0,3,3,2,1
"ENSG00000122026","RPL21",31406,48940,20568,37815,25409,19643,15140,16610
"ENSG00000122033","MTIF3",325,527,215,440,662,405,400,379
"ENSG00000122034","GTF3A",2345,3389,1668,3326,3281,2260,2084,2184
"ENSG00000122035","RASL11A",26,50,29,55,52,46,33,37
"ENSG00000122042","UBL3",741,1094,522,1126,1588,1077,1547,1199
"ENSG00000122068","FYTTD1",2618,4280,1756,3806,3325,2263,2883,2316
"ENSG00000122085","MTERFD2",480,669,337,701,1158,770,830,746
"ENSG00000122121","XPNPEP2",10,18,6,20,25,11,9,10
"ENSG00000122122","SASH3",1879,2522,1477,2451,4572,3422,2757,2728
"ENSG00000122126","OCRL",174,310,94,262,478,300,295,264
"ENSG00000122133","PAEP",0,0,0,0,0,0,0,0
"ENSG00000122136","OBP2A",0,0,0,0,0,0,0,0
"ENSG00000122140","MRPS2",938,1408,680,1366,1357,887,704,680
"ENSG00000122145","TBX22",0,0,0,0,0,0,0,0
"ENSG00000122176","FMOD",21,29,18,37,27,10,15,15
"ENSG00000122180","MYOG",0,0,0,0,0,0,0,0
"ENSG00000122188","LAX1",137,167,81,201,237,149,191,149
"ENSG00000122194","PLG",0,0,0,0,0,0,0,0
"ENSG00000122203","KIAA1191",2177,3077,1425,3081,3255,1902,2092,1856
"ENSG00000122218","COPA",8442,14665,6322,14058,15542,9764,9091,7918
"ENSG00000122223","CD244",7,2,1,1,11,7,3,10
"ENSG00000122224","LY9",198,256,148,218,240,186,155,152
"ENSG00000122254","HS3ST2",0,1,0,0,0,0,0,0
"ENSG00000122257","RBBP6",1589,1803,1124,1662,2433,2084,2000,1822
"ENSG00000122299","ZC3H7A",2119,3060,1425,3108,3306,2238,2863,2331
"ENSG00000122304","PRM2",0,0,0,0,0,0,0,0
"ENSG00000122335","SERAC1",531,864,378,934,856,550,754,596
"ENSG00000122359","ANXA11",3871,5564,2698,5410,7566,5258,4242,3757
"ENSG00000122367","LDB3",0,3,0,0,1,3,3,0
"ENSG00000122375","OPN4",0,0,0,0,0,0,0,0
"ENSG00000122376","FAM35A",643,1030,420,949,1122,685,944,733
"ENSG00000122378","FAM213A",492,857,350,778,1104,674,634,659
"ENSG00000122386","ZNF205",49,52,19,56,82,59,36,30
"ENSG00000122390","NAA60",22,45,11,25,59,23,25,36
"ENSG00000122406","RPL5",28445,48180,20365,39516,29573,20038,15570,17055
"ENSG00000122417","ODF2L",147,211,90,203,252,208,353,226
"ENSG00000122420","PTGFR",0,0,0,0,0,0,0,0
"ENSG00000122435","TRMT13",61,122,49,97,139,93,165,133
"ENSG00000122477","LRRC39",1,2,0,4,2,0,3,5
"ENSG00000122481","RWDD3",51,89,50,56,89,57,61,59
"ENSG00000122482","ZNF644",596,887,508,881,1423,913,1495,1141
"ENSG00000122483","CCDC18",58,118,59,94,124,76,67,72
"ENSG00000122484","RPAP2",183,266,135,242,398,246,312,272
"ENSG00000122490","PQLC1",535,724,311,737,906,526,483,453
"ENSG00000122497","NBPF14",232,247,132,232,524,316,402,303
"ENSG00000122507","BBS9",231,354,158,392,434,312,384,294
"ENSG00000122512","PMS2",120,188,77,136,355,242,240,196
"ENSG00000122515","ZMIZ2",510,722,368,634,1457,864,960,738
"ENSG00000122543","OCM",1,1,0,0,0,1,0,4
"ENSG00000122545","SEPT7",3099,4583,2247,4247,4932,3734,4381,3579
"ENSG00000122547","EEPD1",95,109,51,100,218,150,118,101
"ENSG00000122548","KIAA0087",0,0,0,0,0,0,0,0
"ENSG00000122550","KLHL7",726,1253,595,1057,1080,732,792,626
"ENSG00000122557","HERPUD2",1260,2031,923,2042,1907,1330,1340,1165
"ENSG00000122565","CBX3",3724,5680,2474,4859,5491,3926,4858,4406
"ENSG00000122566","HNRNPA2B1",9821,13124,7808,13759,17571,13393,13603,11422
"ENSG00000122574","WIPF3",0,1,2,3,9,2,2,1
"ENSG00000122584","NXPH1",0,0,0,0,0,1,0,0
"ENSG00000122585","NPY",0,0,0,0,0,0,0,0
"ENSG00000122591","FAM126A",954,1373,632,1462,1789,1063,1800,1321
"ENSG00000122592","HOXA7",0,0,0,1,1,0,0,1
"ENSG00000122641","INHBA",36,41,20,77,78,37,73,42
"ENSG00000122642","FKBP9",35,69,15,53,127,87,45,50
"ENSG00000122643","NT5C3A",677,1307,396,954,986,721,994,779
"ENSG00000122644","ARL4A",310,490,229,410,350,191,250,264
"ENSG00000122674","CCZ1",366,472,281,520,583,378,398,382
"ENSG00000122678","POLM",168,265,111,218,314,184,143,117
"ENSG00000122679","RAMP3",0,0,0,0,0,1,0,0
"ENSG00000122687","FTSJ2",339,487,262,446,613,459,358,301
"ENSG00000122691","TWIST1",1,1,0,8,2,11,7,3
"ENSG00000122692","SMU1",1742,2594,1366,2696,3312,2277,1970,1746
"ENSG00000122694","GLIPR2",137,230,95,184,256,186,123,129
"ENSG00000122696","SLC25A51",185,345,135,269,394,238,291,278
"ENSG00000122705","CLTA",1933,3028,1415,2682,2839,2071,1750,1619
"ENSG00000122707","RECK",235,453,196,363,561,340,325,380
"ENSG00000122711","SPINK4",0,0,0,0,0,0,0,1
"ENSG00000122718","OR2S2",0,0,0,0,0,0,0,0
"ENSG00000122728","TAF1L",0,0,0,0,0,0,0,0
"ENSG00000122729","ACO1",742,1100,528,1257,1719,1187,1048,933
"ENSG00000122733","KIAA1045",12,13,5,12,13,15,16,14
"ENSG00000122735","DNAI1",2,10,4,5,4,2,4,0
"ENSG00000122741","DCAF10",678,1117,422,1032,1453,888,1159,997
"ENSG00000122756","CNTFR",4,5,1,2,2,0,0,0
"ENSG00000122778","KIAA1549",212,239,113,312,362,209,277,195
"ENSG00000122779","TRIM24",589,859,467,894,1452,1031,1039,890
"ENSG00000122783","C7orf49",190,335,155,252,538,313,261,246
"ENSG00000122786","CALD1",38,60,40,33,50,26,40,17
"ENSG00000122787","AKR1D1",0,0,0,0,1,0,1,0
"ENSG00000122824","NUDT10",28,42,26,38,49,18,51,37
"ENSG00000122852","SFTPA1",0,0,0,0,0,0,0,0
"ENSG00000122859","NEUROG3",5,15,12,11,0,0,1,1
"ENSG00000122861","PLAU",22,23,7,31,65,56,52,30
"ENSG00000122862","SRGN",25805,30974,17259,37163,32058,23829,31545,26094
"ENSG00000122863","CHST3",97,114,42,139,205,130,153,127
"ENSG00000122870","BICC1",12,9,7,17,97,58,90,57
"ENSG00000122873","CISD1",537,769,389,800,901,673,607,638
"ENSG00000122877","EGR2",110,184,92,191,260,149,203,178
"ENSG00000122882","ECD",897,1526,727,1459,1328,896,865,745
"ENSG00000122884","P4HA1",2599,4205,1843,3604,3608,2480,2220,2145
"ENSG00000122912","SLC25A16",57,126,44,70,148,84,116,91
"ENSG00000122952","ZWINT",396,655,329,607,930,625,489,464
"ENSG00000122958","VPS26A",1475,2180,1069,2045,2621,1914,2211,2003
"ENSG00000122965","RBM19",759,1085,626,831,1249,967,818,670
"ENSG00000122966","CIT",876,1167,797,878,1998,1402,1089,955
"ENSG00000122970","IFT81",19,13,3,16,28,16,24,30
"ENSG00000122971","ACADS",426,688,341,738,931,608,415,412
"ENSG00000122986","HVCN1",72,96,57,99,154,83,101,63
"ENSG00000123064","DDX54",879,1321,609,1146,1457,967,716,689
"ENSG00000123066","MED13L",1320,1723,784,1890,3165,1714,2154,1699
"ENSG00000123080","CDKN2C",202,352,165,325,469,262,213,192
"ENSG00000123091","RNF11",2108,3466,1315,2958,2636,1682,2504,1815
"ENSG00000123094","RASSF8",76,130,55,110,158,91,147,110
"ENSG00000123095","BHLHE41",0,4,4,2,0,1,0,0
"ENSG00000123096","SSPN",0,2,0,0,0,0,2,0
"ENSG00000123104","ITPR2",700,849,500,967,2668,1494,2632,1687
"ENSG00000123106","CCDC91",194,307,126,280,328,236,362,332
"ENSG00000123119","NECAB1",0,1,1,0,0,0,3,0
"ENSG00000123124","WWP1",950,1386,599,1340,1871,1128,1588,1200
"ENSG00000123130","ACOT9",2048,2987,1336,3017,2583,1747,1707,1567
"ENSG00000123131","PRDX4",2362,3017,1472,3051,2690,1713,1631,1660
"ENSG00000123136","DDX39A",1658,2783,1194,2452,2416,1473,1251,1174
"ENSG00000123143","PKN1",3631,5573,2553,5403,6123,3741,3192,2947
"ENSG00000123144","C19orf43",2177,2548,1410,2761,3075,2334,1771,1806
"ENSG00000123146","CD97",6375,9788,4647,9928,16149,10126,9744,8102
"ENSG00000123154","WDR83",128,171,126,198,238,155,130,95
"ENSG00000123159","GIPC1",1452,1883,883,2079,2409,1496,1352,1214
"ENSG00000123165","ACTRT1",0,0,0,0,0,0,2,0
"ENSG00000123171","CCDC70",0,0,0,0,1,0,3,0
"ENSG00000123178","SPRYD7",64,142,64,103,160,140,114,105
"ENSG00000123179","EBPL",247,510,208,411,364,258,196,197
"ENSG00000123191","ATP7B",100,154,85,183,236,143,177,130
"ENSG00000123200","ZC3H13",1236,1503,1055,1299,2143,1686,1476,1434
"ENSG00000123213","NLN",370,539,214,451,387,255,249,221
"ENSG00000123219","CENPK",200,364,153,311,371,215,311,273
"ENSG00000123240","OPTN",3913,5691,2854,5323,6451,4801,4752,4446
"ENSG00000123243","ITIH5",0,2,1,4,9,7,3,4
"ENSG00000123268","ATF1",1282,1954,895,1840,1578,1050,1070,942
"ENSG00000123297","TSFM",415,644,277,604,552,403,318,313
"ENSG00000123307","NEUROD4",0,0,0,0,1,0,0,0
"ENSG00000123329","ARHGAP9",838,1224,587,1174,1506,1035,929,795
"ENSG00000123338","NCKAP1L",4238,6796,3105,6577,10220,6396,6052,5282
"ENSG00000123342","MMP19",1,2,0,2,2,0,5,0
"ENSG00000123349","PFDN5",7083,10292,5218,8630,5969,4066,3043,3790
"ENSG00000123352","SPATS2",491,652,313,696,805,565,582,503
"ENSG00000123353","ORMDL2",178,355,158,268,410,264,237,191
"ENSG00000123358","NR4A1",995,1484,613,1248,1161,683,769,665
"ENSG00000123360","PDE1B",516,848,357,803,1444,932,844,730
"ENSG00000123364","HOXC13",0,0,0,0,0,0,0,0
"ENSG00000123374","CDK2",1826,2955,1328,3034,3758,2337,2210,2151
"ENSG00000123384","LRP1",578,764,358,709,1480,596,903,760
"ENSG00000123388","HOXC11",0,0,0,0,0,0,0,0
"ENSG00000123395","C12orf44",1448,2101,935,1946,1584,976,784,856
"ENSG00000123405","NFE2",0,1,0,0,2,1,2,0
"ENSG00000123407","HOXC12",0,0,0,0,0,0,0,0
"ENSG00000123411","IKZF4",793,1174,598,1274,2247,1367,1566,1214
"ENSG00000123415","SMUG1",73,142,50,124,204,91,89,98
"ENSG00000123416","TUBA1B",17295,29485,13271,24823,29517,19796,13568,13559
"ENSG00000123427","METTL21B",171,258,108,253,284,191,155,172
"ENSG00000123444","KBTBD4",347,678,252,574,697,493,349,355
"ENSG00000123453","SARDH",145,234,107,211,338,194,153,137
"ENSG00000123454","DBH",8,8,4,17,10,4,7,1
"ENSG00000123472","ATPAF1",706,1051,443,964,1375,842,796,762
"ENSG00000123473","STIL",1322,2498,932,2274,2243,1416,1499,1226
"ENSG00000123485","HJURP",2190,4228,1784,3495,2817,1892,1371,1368
"ENSG00000123496","IL13RA2",0,0,0,0,0,0,0,0
"ENSG00000123500","COL10A1",0,2,4,1,1,0,1,2
"ENSG00000123505","AMD1",3166,5259,2198,5089,4376,2843,3782,3072
"ENSG00000123545","NDUFAF4",317,495,199,374,393,249,366,316
"ENSG00000123552","USP45",133,199,78,202,292,211,286,249
"ENSG00000123560","PLP1",0,1,0,0,0,0,0,0
"ENSG00000123561","SERPINA7",0,0,0,0,0,0,0,0
"ENSG00000123562","MORF4L2",3626,5959,2513,5275,4423,2916,3059,2615
"ENSG00000123569","H2BFWT",0,0,0,0,0,0,0,0
"ENSG00000123570","RAB9B",9,14,16,10,54,33,48,31
"ENSG00000123572","NRK",0,0,0,0,0,0,0,0
"ENSG00000123575","FAM199X",449,753,298,817,1134,659,1194,683
"ENSG00000123576","ESX1",0,2,0,3,0,1,0,0
"ENSG00000123584","MAGEA9B",0,0,0,0,0,0,0,0
"ENSG00000123594","ATXN3L",0,0,0,0,0,0,0,0
"ENSG00000123595","RAB9A",986,1443,599,1383,1243,736,1116,862
"ENSG00000123600","METTL8",102,160,74,129,211,104,178,132
"ENSG00000123607","TTC21B",366,722,269,508,723,447,518,405
"ENSG00000123609","NMI",113,130,79,112,384,289,299,315
"ENSG00000123610","TNFAIP6",1,4,0,4,4,2,3,3
"ENSG00000123612","ACVR1C",96,140,64,125,174,111,196,122
"ENSG00000123636","BAZ2B",128,147,133,141,298,233,268,207
"ENSG00000123643","SLC36A1",38,37,17,54,125,63,80,48
"ENSG00000123684","LPGAT1",532,821,365,813,1354,814,989,835
"ENSG00000123685","BATF3",369,725,283,556,1531,864,585,650
"ENSG00000123689","G0S2",213,360,144,313,387,256,249,238
"ENSG00000123700","KCNJ2",0,1,2,0,2,2,4,3
"ENSG00000123728","RAP2C",1374,2191,896,2207,2525,1686,2440,1832
"ENSG00000123737","EXOSC9",858,1250,652,1092,1233,993,777,788
"ENSG00000123739","PLA2G12A",188,269,97,256,313,176,176,153
"ENSG00000123810","B9D2",55,81,42,66,99,83,54,52
"ENSG00000123815","ADCK4",369,617,294,561,594,384,353,268
"ENSG00000123836","PFKFB2",85,150,49,163,284,158,193,182
"ENSG00000123838","C4BPA",0,0,0,0,0,0,0,0
"ENSG00000123843","C4BPB",53,55,35,62,53,37,60,45
"ENSG00000123892","RAB38",18,22,11,29,23,5,15,10
"ENSG00000123901","GPR83",2,1,3,1,4,1,2,0
"ENSG00000123908","AGO2",1861,3294,1285,2640,2763,1618,1753,1475
"ENSG00000123933","MXD4",820,1082,580,1101,1176,755,659,641
"ENSG00000123975","CKS2",3532,6204,2351,5128,3262,1971,2059,1886
"ENSG00000123977","DAW1",0,0,0,0,0,0,0,0
"ENSG00000123983","ACSL3",1666,2627,1120,2481,2989,2062,2558,1941
"ENSG00000123989","CHPF",612,984,407,824,1047,688,507,464
"ENSG00000123992","DNPEP",441,744,333,640,860,529,362,401
"ENSG00000123999","INHA",0,3,0,0,0,0,0,0
"ENSG00000124003","MOGAT1",0,0,0,0,0,0,0,0
"ENSG00000124006","OBSL1",37,62,21,47,81,53,40,58
"ENSG00000124019","FAM124B",10,15,3,17,14,6,19,6
"ENSG00000124067","SLC12A4",470,763,366,752,1094,662,590,542
"ENSG00000124074","ENKD1",141,191,108,203,217,159,142,90
"ENSG00000124089","MC3R",0,0,0,0,0,0,0,0
"ENSG00000124091","GCNT7",0,0,0,0,0,0,0,0
"ENSG00000124092","CTCFL",0,4,0,0,0,0,0,0
"ENSG00000124098","FAM210B",153,205,101,185,376,251,294,243
"ENSG00000124102","PI3",0,0,0,0,2,0,0,0
"ENSG00000124103","FAM209A",1,4,4,2,10,1,5,5
"ENSG00000124104","SNX21",59,89,37,88,118,92,84,78
"ENSG00000124107","SLPI",0,0,0,0,3,1,1,1
"ENSG00000124116","WFDC3",1,1,1,1,1,0,1,1
"ENSG00000124120","TTPAL",475,747,280,812,1479,879,1109,905
"ENSG00000124126","PREX1",2572,3679,1895,3468,4878,3081,2985,2627
"ENSG00000124134","KCNS1",3,11,2,8,14,2,4,1
"ENSG00000124140","SLC12A5",19,21,8,11,32,19,22,28
"ENSG00000124143","ARHGAP40",0,0,0,0,0,0,0,0
"ENSG00000124145","SDC4",1673,2664,1213,2512,2772,1892,1593,1483
"ENSG00000124151","NCOA3",1384,1790,904,2049,3231,1886,2995,2183
"ENSG00000124155","PIGT",847,1258,592,1138,1381,898,705,719
"ENSG00000124157","SEMG2",0,0,0,0,0,0,0,0
"ENSG00000124159","MATN4",4,5,2,2,13,15,2,7
"ENSG00000124160","NCOA5",391,495,268,706,1220,762,694,582
"ENSG00000124164","VAPB",830,1251,587,1126,1354,976,871,751
"ENSG00000124171","PARD6B",212,277,122,265,259,148,196,158
"ENSG00000124172","ATP5E",5277,8275,3587,7029,5539,4267,3817,3830
"ENSG00000124177","CHD6",384,598,306,523,1104,699,792,634
"ENSG00000124181","PLCG1",1519,2146,1142,2151,3332,2201,1810,1701
"ENSG00000124191","TOX2",1779,2406,1171,2483,3685,2680,2683,2245
"ENSG00000124193","SRSF6",857,1534,612,1225,1917,1377,1690,1310
"ENSG00000124194","GDAP1L1",5,0,0,0,4,0,3,1
"ENSG00000124196","GTSF1L",1,0,0,3,3,5,3,1
"ENSG00000124198","ARFGEF2",1005,1629,640,1605,2754,1360,2142,1564
"ENSG00000124201","ZNFX1",1536,2322,1221,2368,5531,3006,3711,2850
"ENSG00000124203","ZNF831",72,93,74,183,355,208,244,177
"ENSG00000124205","EDN3",2,0,0,0,4,3,2,0
"ENSG00000124207","CSE1L",1858,3096,1382,2968,3891,2733,2812,2380
"ENSG00000124208","TMEM189-UBE2V1",0,0,0,0,0,0,0,0
"ENSG00000124209","RAB22A",1207,2127,774,1792,2065,1182,1599,1365
"ENSG00000124212","PTGIS",1,1,0,3,4,0,1,1
"ENSG00000124214","STAU1",3388,4927,2450,4771,6013,4113,4242,3588
"ENSG00000124215","CDH26",3,7,3,3,0,6,5,6
"ENSG00000124216","SNAI1",62,67,32,82,20,17,14,16
"ENSG00000124217","MOCS3",33,76,30,89,132,91,81,83
